,Date,Regular,Diesel,x-value
0,2022-08-29,3.85,5.06,0.0
1,2022-08-30,1.3155537926448853,2.535553792644885,0.14285714285714285
2,2022-08-31,2.5011934723118827,3.7311934723118823,0.2857142857142857
3,2022-09-01,4.569230158750899,5.809230158750898,0.42857142857142855
4,2022-09-02,5.01859827642059,6.26859827642059,0.5714285714285714
5,2022-09-03,2.84833744875837,4.10833744875837,0.7142857142857143
6,2022-09-04,2.2215119471257143,3.4915119471257143,0.8571428571428571
7,2022-09-05,3.79,5.07,1.0
8,2022-09-06,2.1800662188835243,3.4614947903120954,1.1428571428571428
9,2022-09-07,3.9389528985341595,5.2218100413913024,1.2857142857142858
10,2022-09-08,2.907640393225358,4.1919261075110725,1.4285714285714286
11,2022-09-09,4.00864030172365,5.294354587437937,1.5714285714285714
12,2022-09-10,2.932295099362162,4.219437956505018,1.7142857142857142
13,2022-09-11,4.033981597511592,5.322553026083021,1.8571428571428572
14,2022-09-12,3.72,5.01,2.0
15,2022-09-13,6.737655774966767,8.024798632109624,2.142857142857143
16,2022-09-14,1.8225308712552744,3.1068165855409884,2.2857142857142856
17,2022-09-15,4.902076183142323,6.183504754570894,2.4285714285714284
18,2022-09-16,4.935762648088752,6.2143340766601805,2.5714285714285716
19,2022-09-17,1.9045695621686747,3.18028384788296,2.7142857142857144
20,2022-09-18,3.457656651363801,4.730513794220944,2.857142857142857
21,2022-09-19,3.68,4.95,3.0
22,2022-09-20,3.2646219079957657,4.520336193710051,3.142857142857143
23,2022-09-21,2.6937409354703883,3.9351695068989594,3.2857142857142856
24,2022-09-22,1.809848696919572,3.0369915540624293,3.4285714285714284
25,2022-09-23,2.6473294739941498,3.860186616851293,3.5714285714285716
26,2022-09-24,4.142864684907623,5.341436113479052,3.7142857142857144
27,2022-09-25,2.733418958849649,3.917704673135364,3.857142857142857
28,2022-09-26,3.73,4.9,4.0
29,2022-09-27,2.9736964857887664,4.129410771503053,4.142857142857143
30,2022-09-28,4.287667707749823,5.4290962791783945,4.285714285714286
31,2022-09-29,2.0281707667700397,3.155313623912897,4.428571428571429
32,2022-09-30,6.6907680085467955,7.8036251514039385,4.571428571428571
33,2022-10-01,4.22461936563697,5.3231907942084,4.714285714285714
34,2022-10-02,5.2580744357866855,6.3423601500724,4.857142857142857
35,2022-10-03,3.8,4.87,5.0
36,2022-10-04,3.4949596938727066,4.574959693872707,5.142857142857143
