,Date,Regular,Diesel,x-value
0,2022-08-29,3.85,5.06,0.0
1,2022-08-30,1.3167782824408039,2.544125221216313,0.14285714285714285
2,2022-08-31,2.5032342886384136,3.7454791865975974,0.2857142857142857
3,2022-09-01,4.571679138342735,5.826373015893756,0.42857142857142855
4,2022-09-02,5.021047256012427,6.285741133563446,0.5714285714285714
5,2022-09-03,2.8503782650849003,4.122623163044083,0.7142857142857143
6,2022-09-04,2.2227364369216325,3.5000833756971432,0.8571428571428571
7,2022-09-05,3.79,5.07,1.0
8,2022-09-06,2.176392749495769,3.4614947903120954,1.1428571428571428
9,2022-09-07,3.932830449554568,5.2218100413913024,1.2857142857142858
10,2022-09-08,2.900293454449848,4.191926107511072,1.4285714285714286
11,2022-09-09,4.001293362948141,5.294354587437937,1.5714285714285714
12,2022-09-10,2.9261726503825702,4.219437956505018,1.7142857142857142
13,2022-09-11,4.0303081281238375,5.322553026083021,1.8571428571428572
14,2022-09-12,3.72,5.01,2.0
15,2022-09-13,6.726635366803502,8.023574142313706,2.142857142857143
16,2022-09-14,1.8041635243164988,3.1047757692144575,2.2857142857142856
17,2022-09-15,4.880035366815792,6.181055774979058,2.4285714285714284
18,2022-09-16,4.9137218317622215,6.211885097068343,2.5714285714285716
19,2022-09-17,1.8862022152298992,3.178243031556429,2.7142857142857144
20,2022-09-18,3.446636243200536,4.729289304425025,2.857142857142857
21,2022-09-19,3.68,4.95,3.0
22,2022-09-20,3.262172928403929,4.517887214118215,3.142857142857143
23,2022-09-21,2.6896593028173266,3.9310878742458977,3.2857142857142856
24,2022-09-22,1.8049507377358984,3.0320935948787557,3.4285714285714284
25,2022-09-23,2.6424315148104762,3.85528865766762,3.5714285714285716
26,2022-09-24,4.138783052254562,5.337354480825991,3.7142857142857144
27,2022-09-25,2.7309699792578126,3.9152556935435276,3.857142857142857
28,2022-09-26,3.73,4.9,4.0
29,2022-09-27,2.9675740368091748,4.102471995992848,4.142857142857143
30,2022-09-28,4.27746362611717,5.384198319994722,4.285714285714286
31,2022-09-29,2.0159258688108563,3.101436072892489,4.428571428571429
32,2022-09-30,6.678523110587612,7.749747600383531,4.571428571428571
